Trading name,Industry (ANZSIC4) description,Longitude,Latitude
Phillip Chun & Associates,Surveying and Mapping Services,144.9791267,-37.81786801
Nashi ,Takeaway Food Services,144.9561073,-37.81571393
Clinuvel Pharmacueticals,Pharmaceutical and Toiletry Goods Wholesaling,144.9610146,-37.81453148
Vacant,Vacant Space,144.9429896,-37.81354363
TPC Group,Non-Residential Building Construction,144.9603119,-37.816999100000004
Debtech Holdings,Engineering Design and Engineering Consulting Services,144.9608186,-37.81804618
The Australian Psychological Society Limited,Business and Professional Association Services,144.9656511,-37.81635062
Stuart Alexander,Commission-Based Wholesaling,144.9253775,-37.82304058
JMA Credit Control,Credit Reporting and Debt Collection Services,144.9801503,-37.84633685
Ms Eva Mikesic,Vacant Space,144.933437,-37.7892626
Earl Canteen,Cafes and Restaurants,144.975942,-37.83587066
Roses Only,Flower Retailing,144.9478593,-37.80860509
GLOB,Other Personal Services n.e.c.,144.9630763,-37.81845149
PMD Financial Advisors,Other Auxiliary Finance and Investment Services,144.9711075,-37.81240259
Dutchess,Cafes and Restaurants,144.97008630000002,-37.81640747
Family Dental on Collins,Dental Services,144.97270830000002,-37.81342593
Budget Rent a Car,Passenger Car Rental and Hiring,144.97965019999998,-37.8179154
Lovegrove Smith & Cotton,Legal Services,144.96103480000002,-37.81403196
The Brass Coq,Cafes and Restaurants,144.9555039,-37.81299012
Viet Rolls Plus,Cafes and Restaurants,144.94453280000002,-37.82092961
Battley & Co,Legal Services,144.957088,-37.81686865
Intergroup Australia Pty Ltd,Freight Forwarding Services,144.94296699999998,-37.82514599
Centrefold Lounge,"Pubs, Taverns and Bars",144.9576852,-37.81961961
Healthy Nibbles Cafe,Cafes and Restaurants,144.9707149,-37.81005686
Meerkat Manor,Takeaway Food Services,144.9514349,-37.78428452
Ace Body Corporate Management,Residential Property Operators ,144.94406469999998,-37.8015694
Politix,Men's Clothing Retailing,144.9523782,-37.82539976
Chilangos,Cafes and Restaurants,144.9573923,-37.81531863
Lygon Dolce Vita,Cafes and Restaurants,144.96720919999999,-37.80180395
Vacant,Vacant Space,144.9579611,-37.8096856
Intralink ,Non-Depository Financing,144.9583339,-37.81753764
Vacant,Vacant Space,144.9421496,-37.82464905
Mr Roy Carey,Specialist Medical Services,144.9841619,-37.81229599
FPL Advisory,Management Advice and Other Consulting Services,144.9608186,-37.81804618
Health Purchasing Victoria,State Government Administration,144.9714146,-37.8090402
Winncor Australia,Commission-Based Wholesaling,144.94019939999998,-37.81427742
Cacrew Counsel Solicitors,Legal Services,144.96016819999997,-37.81091493
Vacant,Vacant Space,144.9685632,-37.81294598
Investec,Banking,144.9693797,-37.81398457
Wilson Parking,Parking Services,144.96325380000002,-37.81706705
Killiney Kopitiam ,Cafes and Restaurants,144.9666993,-37.80443778
Encore Restaurant & Bar,Cafes and Restaurants,144.96853000000002,-37.81098009
Vacant,Vacant Space,144.9733552,-37.81383756
Vacant,Vacant Space,144.9733552,-37.81383756
Mills Gorman Architects,Architectural Services,144.97329240000002,-37.81489476
Aligned for life Pilates,Sports and Physical Recreation Instruction,144.9616337,-37.81334013
Sheila Baxter Training Centre Pty Ltd ,Technical and Vocational Education and Training,144.9609065,-37.82435995
East Forex,Other Auxiliary Finance and Investment Services,144.96268899999998,-37.81601764
Kloud Solutions,Computer System Design and Related Services,144.96382309999998,-37.81662708
Reid Cycles,Sport and Camping Equipment Retailing,144.9568121,-37.80574494
Gami Chicken,Catering Services,144.9303643,-37.79956857
Priority Cargo,Water Freight Transport,144.96382309999998,-37.81662708
Aus 1 Energis,Electrical Services,144.9303643,-37.79956857
Advertising City,Printing,144.9652665,-37.80669149
Zumbo,Other Specialised Food Retailing,144.9638386,-37.81245199
Gong Cha,Takeaway Food Services,144.9630189,-37.81073331
Vacant,Vacant Space,144.9586604,-37.82312164
Nikko Sushi Noodle ,Takeaway Food Services,144.98736630000002,-37.81635606
Lord Of The Fries Melbourne Central,Takeaway Food Services,144.9630189,-37.81073331
Laser Computer Services (Vic) Pty Ltd,Advertising Services,144.9480692,-37.80958363
Melbourne Diocesan Historical Commission,Museum Operation,144.97772700000002,-37.80946128
Marcs,Clothing Retailing,144.9652914,-37.81552514
Vacant,Vacant Space,144.9502249,-37.80148127
@Rice Cafe & Bar,Cafes and Restaurants,144.9757194,-37.83548357
Open Top Media,Advertising Services,144.9583339,-37.81753764
Muleta's,Cafes and Restaurants,144.95811559999999,-37.80861319
Xiang Club,Hairdressing and Beauty Services,144.96687680000002,-37.81259409
Lumia Bar,"Pubs, Taverns and Bars",144.9586604,-37.82312164
Australia International Tour Pty Ltd,Travel Agency and Tour Arrangement Services,144.9479753,-37.81925128
National Union of Students (National),Labour Association Services,144.96641090000003,-37.80643938
Network Insurance Group,Auxiliary Insurance Services,144.9793624,-37.8441033
Grill'd ,Cafes and Restaurants,144.9656264,-37.81760781
Eau-De-Vie ,"Pubs, Taverns and Bars",144.9716757,-37.81587662
Picket,Flower Retailing,144.9630189,-37.81073331
St Catherine's Early Education Centre,Child Care Services,144.94409009999998,-37.79642252
Docklands Community Hub ,State Government Administration,144.9475182,-37.81993394
Orima,Scientific Research Services,144.978556,-37.8418809
Oakton Limited,Management Advice and Other Consulting Services,144.9649331,-37.81662781
Young & Jacksons,"Pubs, Taverns and Bars",144.967023,-37.817356
Goodman Group Lawyers,Legal Services,144.95998569999998,-37.81452036
Her Majesty's Theatre,Performing Arts Venue Operation,144.96954580000002,-37.81093839
Cook's Cottage,Museum Operation,144.9804557,-37.81296163
vacant,Vacant Space,144.97751599999998,-37.80938865
Medilaw,Other Allied Health Services,144.97870480000003,-37.80963919
Prosper Australia,Other Social Assistance Services,144.9519639,-37.79904546
Panda Loves Fish,Cafes and Restaurants,144.9458305,-37.821044
Precision Haematology,Specialist Medical Services,144.9841619,-37.81229599
Bar 420,"Pubs, Taverns and Bars",144.95996399999999,-37.81269018
Vamos,Cafes and Restaurants,144.9715059,-37.81083595
MJ Bale,Men's Clothing Retailing,144.9638386,-37.81245199
The Yoga Place,Sports and Physical Recreation Instruction,144.95467480000002,-37.80598889
The Association Of Superannuation Funds Of Aust,Business and Professional Association Services,144.96382309999998,-37.81662708
Universal Store ,Clothing Retailing,144.9630189,-37.81073331
Spencer Reyner Law Office,Legal Services,144.96270980000003,-37.81858716
Marco Polo Painting And Decorating ,Painting and Decorating Services,144.9362954,-37.82366685
Australia China Development Fund,Financial Asset Broking Services,144.9583339,-37.81753764
Australian Fleet Managers Association Inc,Business and Professional Association Services,144.9771931,-37.83854242
Dangerfield,Clothing Retailing,144.9630189,-37.81073331
DC Strategy,Management Advice and Other Consulting Services,144.96334330000002,-37.81611256
Lygon Court One Hour Photos,Photographic Film Processing,144.9681789,-37.79803089
Vacant,Vacant Space,144.9778946,-37.80895362
Vacant,Vacant Space,144.9778946,-37.80895362
Anastasia Novella & Associates,Other Allied Health Services,144.96147150000002,-37.81501588
& Gallery,Other Store-Based Retailing n.e.c.,144.9535531,-37.8153588
Notary Services Australia / Hope Earle,Legal Services,144.960802,-37.816869700000005
EK Migration & Education,Other Personal Services n.e.c.,144.96281159999998,-37.81581721
Commonwealth Bank Of Australia,Banking,144.9612468,-37.79739836
Hugo Sheppard & Co,Women's Footwear Retailing,144.9638386,-37.81245199
Wolski's,Jewellery and Watch Wholesaling,144.9663304,-37.81584476
Charles B G Brett,Legal Services,144.973096,-37.81314584
Adelphi Digital,Computer System Design and Related Services,144.9594641,-37.81506553
Clarke & Company,Accounting Services,144.9589224,-37.81630648
Aria Bar & Events,Cafes and Restaurants,144.93902690000002,-37.81517782
CPrepairs Lab Pty Ltd,"Electrical, Electronic and Gas Appliance Retailing",144.9709029,-37.812234000000004
Simmer Huang,Cafes and Restaurants,144.96404750000002,-37.81076317
Dench McLean Carlson,Legal Services,144.9609288,-37.81625601
QK,Computer System Design and Related Services,144.9335438,-37.7934646
Melbourne & Olympic Parks Trust,"Sports and Physical Recreation Venues, Grounds and Facilities Operation",144.9803771,-37.82181585
Acorn Capital Limited,Financial Asset Investing,144.9702813,-37.8139675
Lennon Mazzeo Lawyers,Legal Services,144.95994480000002,-37.81247811
Erwin Fabian,"Creative Artists, Musicians, Writers and Performers",144.94902290000002,-37.80122836
McDonald's,Cafes and Restaurants,144.976192,-37.83615254
Industrie,Men's Clothing Retailing,144.9523782,-37.82539976
Fastnet Consulting Pty Ltd,Architectural Services,144.9611846,-37.81886873
Gorman Chambers,Legal Services,144.9563105,-37.81323022
Crintis Southbank,Cafes and Restaurants,144.962154,-37.82167834
Vacant,Vacant Space,144.9566012,-37.81015871
Vacant,Vacant Space,144.9566012,-37.81015871
Vacant,Vacant Space,144.9566012,-37.81015871
Vacant,Vacant Space,144.9566012,-37.81015871
Mr Peter O'Connor,"Creative Artists, Musicians, Writers and Performers",144.9667041,-37.81674222
vacant,Vacant Space,144.9594949,-37.77934306
Kingdom Projects,Non-Residential Building Construction,144.9593023,-37.81120286
Banh Mi,Takeaway Food Services,144.9632938,-37.81554941
Dr C Russell / Dr K Kuswanto,Specialist Medical Services,144.9822638,-37.8094576
Vacant (Shop 32),Vacant Space,144.96222969999997,-37.81512975
Metropolitan Hotel,"Pubs, Taverns and Bars",144.95658369999998,-37.81292397
Villanove Coffee,Cafes and Restaurants,144.9430815,-37.80642484
G.E.T. Educational Tours Pty Ltd ,Travel Agency and Tour Arrangement Services,144.9798732,-37.84459108
Direct Recruitment Pty Ltd,Employment Placement and Recruitment Services,144.9606804,-37.81402844
First Pacific Financial Services,Other Auxiliary Finance and Investment Services,144.9686606,-37.81330845
Pharmacy 517,"Pharmaceutical, Cosmetic and Toiletry Goods Retailing",144.9793123,-37.84459479
Study Path Consultants,Other Personal Services n.e.c.,144.9611919,-37.8153709
Just Jeans Melbourne Central,Clothing Retailing,144.9630189,-37.81073331
Mabrown Curry House,Cafes and Restaurants,144.9701092,-37.81281453
Vacant,Vacant Space,144.9541004,-37.81721781
Platform 28,Cafes and Restaurants,144.94982130000002,-37.81921015
Catholic Mission,Religious Services,144.9775965,-37.80939552
Polycom Australia Pty Ltd,Other Information Services,144.97049619999999,-37.81055707
Women's Health Victoria Inc,Other Interest Group Services n.e.c.,144.96615780000002,-37.81361669
7-Eleven,Convenience Store,144.9630189,-37.81073331
Chefs on the Run,Labour Supply Services,144.954296,-37.81419956
Cashel House Group Pty Ltd,Other Auxiliary Finance and Investment Services,144.9726281,-37.81430616
Nutrition Bar,Cafes and Restaurants,144.97704280000002,-37.83774553
Bangarra - Bennelong Foundation,Financial Asset Investing,144.96194609999998,-37.81861863
Hugo Boss,Men's Clothing Retailing,144.9659697,-37.81539420000001
Melbourne Corporate Interiors,Furniture and Floor Covering Wholesaling,144.9199375,-37.79195715
Care Park Pty Ltd,Parking Services,144.96268899999998,-37.81601764
Phancy Cafe & Catering ,Cafes and Restaurants,144.95851159999998,-37.80897917
Melbourne Victory Football Club ,Sports and Physical Recreation Clubs and Sports Professionals,144.9823854,-37.82487806
Unilodge @ Melbourne,Accommodation,144.9647653,-37.79899938
Pantier Advisory Pty Ltd,Management Advice and Other Consulting Services,144.9700079,-37.81423688
Cliniccloud,Computer System Design and Related Services,144.96987990000002,-37.81579783
Subway ,Takeaway Food Services,144.962154,-37.82167834
DJ Warehouse ,Other Goods and Equipment Rental and Hiring n.e.c.,144.90121499999998,-37.82997464
Genarcist,Hairdressing and Beauty Services,144.9543386,-37.80537801
vacant,Vacant Space,144.95279,-37.80859734
Wing Loong Chinese Restaurant,Cafes and Restaurants,144.9601828,-37.80671508
Thrive Chiropractic,Chiropractic and Osteopathic Services,144.9676938,-37.80323511
Lewis Allen Janover Solicitor & Consultant,Legal Services,144.96252990000002,-37.81819275
Showground Florist,Flower Retailing,144.91552119999997,-37.78257294
Dr Susan Shedda,Specialist Medical Services,144.954319,-37.7997297
The Australian National University,Higher Education,144.9718392,-37.81355886
Peril Underground,Other Store-Based Retailing n.e.c.,144.9644466,-37.81771534
Country Road,Clothing Retailing,144.9630189,-37.81073331
Soi 38,Cafes and Restaurants,144.9719189,-37.81246632
Sino Australia Express,Air and Space Transport,144.95084719999997,-37.81060056
Vacant,Vacant Space,144.96550159999998,-37.81254817
Vacant,Vacant Space,144.96550159999998,-37.81254817
Nevernow,Office Administrative Services,144.9617626,-37.81212877
QV Dental,Dental Services,144.9657034,-37.810658000000004
Snap West Melbourne,Printing,144.9303643,-37.79956857
Flight Centre Limited,Travel Agency and Tour Arrangement Services,144.9573923,-37.81531863
Kenny's Bakery Cafe,Takeaway Food Services,144.9437881,-37.82092615
Ms Camilla Hannan,"Creative Artists, Musicians, Writers and Performers",144.9667041,-37.81674222
Conversion Partners,Non-Residential Building Construction,144.93782990000003,-37.81315031
Creditor Watch,Credit Reporting and Debt Collection Services,144.96270980000003,-37.81858716
Metro Trains Melbourne,Rail Passenger Transport,144.9523393,-37.81815358
Phillip Bing And Associates,Legal Services,144.9583339,-37.81753764
Imunexus,Scientific Research Services,144.95848030000002,-37.78560878
HL Conveyancing Services,Engineering Design and Engineering Consulting Services,144.9583339,-37.81753764
Melbourne Pathology,Pathology and Diagnostic Imaging Services,144.97072119999999,-37.79789985
Education Access (Australia) Pty Ltd,Educational Support Services,144.960476,-37.80751548
Rubik,Computer System Design and Related Services,144.9502584,-37.81864992
The Buchan Group,Architectural Services,144.95359019999998,-37.81663038
Shag,Clothing Retailing,144.96534069999998,-37.81620631
Rhodes & Beckett,Men's Clothing Retailing,144.9726281,-37.81430616
CRMA ,Advertising Services,144.94019939999998,-37.81427742
KFC,Cafes and Restaurants,144.96677240000002,-37.81688806
BT Australasia Pty Limited,Computer System Design and Related Services,144.96334330000002,-37.81611256
Uni Square Cafe,Takeaway Food Services,144.9610729,-37.80239254
Vacant,Vacant Space,144.9465854,-37.81034852
Black Hole Theatre,"Creative Artists, Musicians, Writers and Performers",144.9669591,-37.8271278
Brady Constructions,Land Development and Subdivision,144.9549294,-37.81372352
Lexvoco,Employment Placement and Recruitment Services,144.9592899,-37.81713691
AT Kearney,Management Advice and Other Consulting Services,144.97074980000002,-37.81492031
Zakka House Melbourne,Other Store-Based Retailing n.e.c.,144.96687680000002,-37.81259409
Herringbone,Clothing Retailing,144.9638386,-37.81245199
RMIT University,Higher Education,144.9645504,-37.80818365
Bendix commercial Interiors,Plastering and Ceiling Services,144.9771931,-37.83854242
The University of Melbourne,Higher Education,144.9612468,-37.79739836
Jon Weller Studios,Health and Fitness Centres and Gymnasia Operation,144.96230269999998,-37.81361257
Ponch Hawkes,Professional Photographic Services,144.950091,-37.80391592
Subway,Cafes and Restaurants,144.95019140000002,-37.79382016
Fishtank Solutions Pty Ltd,Computer System Design and Related Services,144.96268899999998,-37.81601764
Quest,Computer System Design and Related Services,144.9648558,-37.82264237
Seed,Women's Clothing Retailing,144.9523782,-37.82539976
St Hilda's College,Accommodation,144.9625026,-37.79260637
Kent Management Services,Accounting Services,144.9605306,-37.81240787
Property Consultant Services Pty Ltd,Management Advice and Other Consulting Services,144.9602243,-37.81467989
